-2.386987,1.767738,Iris-virginica
-1.700689,1.676175,Iris-virginica
-2.109094,1.552320,Iris-virginica
-2.113656,1.438474,Iris-virginica
-2.248938,2.551500,Iris-virginica
-1.643857,2.180384,Iris-virginica
-1.895838,1.757426,Iris-virginica
-1.949785,2.040267,Iris-virginica
-2.024137,1.786327,Iris-virginica
-2.227666,2.245309,Iris-virginica
-1.987780,2.358738,Iris-virginica
-1.797122,1.807463,Iris-virginica
-2.182808,2.291110,Iris-virginica
-2.828055,1.610157,Iris-virginica
-1.721915,1.228806,Iris-virginica
-2.103918,2.261514,Iris-virginica
-1.873837,1.987557,Iris-virginica
-2.427195,1.548705,Iris-virginica
-1.626358,1.781539,Iris-virginica
-1.963429,2.165211,Iris-virginica
-1.849498,1.804407,Iris-virginica
-1.553486,1.864969,Iris-virginica
-1.551197,1.956442,Iris-virginica
-2.163825,1.893446,Iris-virginica
-1.674873,1.584058,Iris-virginica
-2.089400,1.621879,Iris-virginica
-1.835125,2.215786,Iris-virginica
-2.235204,1.970149,Iris-virginica
-1.482804,1.559472,Iris-virginica
-1.803077,1.236029,Iris-virginica
-2.236012,2.049186,Iris-virginica
-2.166166,2.476056,Iris-virginica
-1.778899,1.865464,Iris-virginica
-1.517039,1.980972,Iris-virginica
-1.835931,2.125494,Iris-virginica
-2.200345,2.302950,Iris-virginica
-1.814743,2.355186,Iris-virginica
-1.909487,1.802893,Iris-virginica
-2.233706,2.209759,Iris-virginica
-2.248943,2.472024,Iris-virginica
-1.949088,2.269061,Iris-virginica
-1.829813,1.715014,Iris-virginica
-1.775934,2.037155,Iris-virginica
-2.005982,2.449312,Iris-virginica
-1.701475,1.903788,Iris-virginica
